,Unnamed: 0.1,Unnamed: 0,title,description,category
117266,117266,5079,"Bestop 51666-01 Black Door Storage Jacket Set for Full Steel Doors for 1976-2018 CJ-7/Wrangler, pair (each jacket holds one full hard door)","Bestop Door Storage Jacket Set offers protection for factory full steel hard doors when not on the vehicle. Heavy-duty fabric with carrying handles. Can be placed over doors while on vehicle for easier removal. 1-year Limited Warranty.    For more than three decades, Bestop has been the exclusive supplier of soft tops to Jeep and we are honored to continue that tradition with the next-generation Jeep Wrangler JL Our selection of products for Trucks and SUVs come from years of creating specialty products for outdoor adventures with your vehicle. Pavement Ends is Bestops most affordable line of soft tops and accessories. Weve embarked on a journey. Where weve been exploring uncharted territories for more than sixty yearswithout ever stopping. We are Bestop, the leading manufacturer of premium Jeep Wrangler soft tops and other great off-road accessories. In 1954, we started inside a small upholstery shop with a Rocky Mountain backdrop, an idea, and a sewing machine. Our relentless efforts have led us to make the most innovative soft tops, Jeep accessories, anywhere in the world. This is where we work to make history every day. So you can make your own. Jeep: For more than three decades, Bestop has been the exclusive supplier of soft tops to Jeep and we are honored to continue that tradition with the next-generation Jeep Wrangler JL. Watch for innovative new soft tops and accessories for the JL in 2018 and beyond, made with the utmost quality and craftsmanship that has defined this proud partnership. Truck: Bestop has been a leader in Jeep and Truck accessories for more than 60 years. Our selection of products for Trucks and SUVs come from years of creating specialty products for outdoor adventures with your vehicle. Our Truck products feature the same engineering, quality control, fit and finish that has established Bestop as the sole supplier of factory soft tops for Jeep since 1986. We are proud to say all of our Bestop-branded replacement soft tops, including Supertop for Truck are designed and manufactured in North America. Remember that Bestop isnt just for Jeepweve got your Truck or SUV covered, too. Pavement Ends: Pavement Ends is Bestops most affordable line of soft tops and accessories. Bestop has been manufacturing replacement soft tops and Jeep accessories for more than 60 years, and is the sole supplier of factory-installed soft tops on Jeep Wranglers, for more than 30 years. All that engineering and technology expertise makes its way into our Pavement Ends line of products. Pavement Ends gives Jeep owners a more economical choice when replacing a soft top without sacrificing ease of installation and dependability. The features, fabrics and hardware in Pavement Ends soft tops have different specifications than top-of-the-line Bestop products, but you still get a quality product that represents tremendous value.",automotive
31133,31133,11125,Lori Special 3 lbs,"Mini-sized morsels made with fructose. A great alternative to nectars. 16% protein, 6% fat.  ",pet_supplies
182891,182891,19978,"Good Sense Organic Soynuts, Roasted, No Salt, 6-Ounce Bags (Pack of 12)","Organic Soynuts, roasted, no Salt comes in a 6 ounce bag. It is a Cholesterol and sodium free product. Good Sense is the flagship brand of Waymouth Farms and probably our most recognized. All incoming raw materials are carefully scrutinized and are subject to rigid testing procedures at each step in the process. These exacting standards assure superior, quality products. Waymouth Farms continues to evolve as a leading supplier of innovative, quality snack foods for healthier living. Organic Soybeans, Organic Sunflower Oil. Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.",grocery_and_gourmet_food
380597,380597,1726,Eclipse Of Reason VHS,"Introduced by Charlton Heston, an Academy Award winner and a conscientious citizen who takes an active part in communiity and film industry affairs. He urges the news media which he charged have ""failed badly to inform the public on the abortion issue"" to use the film Eclipse of Reason to promote a better informed public. This film produced by Bernard N. Nathanson, M.D. documents the intra-uterine life of a little boy at 5 months of age as seen through a fetoscope - a camera placed inside the pregnant uterus. Riviting images of a late abortion are then shown with a camera both inside and outside the uterus. Consistently verifiable statistics emphasize that this horror takes place 400 times a day in the US alone. In addition, there are deeply moving interviews with the other victims of abortion, women who have been irreparably injured by abortion, physically and psychologically.",movies_and_tv
316643,316643,17790,"Panasonic 1.2 Cubic Feet Microwave Oven, White","This 1.2-cubic-foot, 1100-watt microwave oven includes technology that eliminates the ""pulsing"" of 100-percent power and idleness to achieve different power levels and instead offers true multipower settings. Preparing meals on the 13-inch turntable is made simpler by the control panel's offering of nine food categories available at the push of a button. Features include an auto-reheat button that permits reheating of foods by simply entering the number of servings (up to four); automatic defrosting of various foods; a Quick Minute button for adding to preset cooking times; and a popcorn setting. The oven weighs 33 pounds. Its interior measures 14-3/4 inches wide, 8-7/8 inches high, and 13-3/16 inches deep. Its exterior measures 20-3/8 inches wide, 11-7/8 inches high, and 16 inches deep. --Fred Brack",home_and_kitchen
295080,295080,16233,Reader's Digest Seems Like Old Times Timeless Hits From the 40's and 50's,4 DISC SET WITH A TOTAL OF 76 ORIGINAL HITS BY THE ORIGINAL ARTISTS.,digital_music
74331,74331,2160,Morgan 7-Inch and 10-Inch Lap Stand Combo Hoops,Lap Stand Combo has a unique tongue and groove no-slip hoop configuration which holds the fabric taut while working on your project. These Lap Stands are designed to elevate the project hoop above the lap while the unique feature of this stand is that it is collapsible. Each stand is composed of two hoops held together by three supporting rods which space the hoops 4-1/2-inch apart. Simply invert the Lap Stand to work with either size hoop. Made of Plastic. Hoop sizes: 7 and 10-inch diameters.,arts_crafts_and_sewing
45647,45647,5633,"AHAVA Dead Sea Essentials Hydrating Hibiscus Sugar Salt Scrub, 11.5 oz","A luxurious blend of mineral-rich salts and organic sugar granules works to remove impurities and leave softer, healthier looking skin. Formulated with Hibiscus extract to hydrate and soothe skin. It's like having a spa treatment right in your home.",luxury_beauty
442266,442266,3380,(12) Universal Screen Protector Shields for ALL Cell Phones / PDAs / MP3 Players / iPods / GPS Navigators,"All products are ""BRAND NEW"" and still in original bulk package!!
Same Quality as items sold in stores. Our Products are produced by an ISO9001 International Standard of Quality Certified Manufacturer. Our Products are CE and UL certified. Please buy with confidence because we provide 1 YEAR Warranty for ALL items purchased through MyStore4u ONLY. ALL items are GUARANTEED against Defective on Arrival!!! You will receive THREE PACKAGES - Each Pack includes (4) Screen Protecting Film",cell_phones_and_accessories
284698,284698,5851,Bruckner: Symphony No. 8,CD ALBUM,digital_music
184221,184221,501,"MerryMakers On The Night You Were Born Polar Bear Plush Doll, 10-Inch","On the night you were born, the moon smiled with such wonder that the stars peeked in to see you and the night wind whispered, ""Life will never be the same."" Nancy Tillman's ""On the Night You Were Born"" is a bestselling classic for newborns and their families. This super-soft plush polar bear is the ideal companion to the book. Together they make the perfect gift for new babies and young children. Safe for all ages, perfect for ages newborn to 6. Surface wash only. Measures 10 inches tall.",toys_and_games
39068,39068,19060,Millers Forge Self Cleaning Pin Brush,This self cleaning pin brush is designed for longer haired breeds. The pins retract for easy cleaning. After cleaning the collected hair the pins are easily reset to continue brushing. The pins have rounded ball tips to avoid scratching the dogs skin. Stainless steel pins and lightweight comfort grip handle,pet_supplies
399338,399338,464,BIAS Sound Soap (Windows/Macintosh),"Do your tracks have issue with hum, pops, clicks, and crackles? Ever wished you could have a one-click solution that could ""hear"" the issues, then instantly scrub them clean from your recordings? Oh ho ho, you've got to check out BIAS SoundSoap 2 software. It's insanely easy to use. You can almost instantly tame issues with whatever noise is bugging your recordings... air conditioner noise... tape hiss... rumble... weird background noise... whatever. Just use the ""Learn Noise"" button and SoundSoap 2 goes to work tracking that pesky sound down and getting it GONE. You can, of course, fine-tune its controls when you want to take charge and get even more specific with the way you tame your tracks.",musical_instruments
85401,85401,13230,"EK Success Paper Shaper Corner Adorner Punch, Fountain Fun",Enhance enrich and adorn corners with Paper Shapers Corner Adorner punches. With the Corner Clip in place you can achieve clean-cut and concise corner punch placement. Remove the Corner Clip and the same intricate corner punches can be punched anywhere along the page. These innovative corner punches will help create ornate scrapbook pages and unique craft projects.,arts_crafts_and_sewing
434033,434033,15152,G-Shock Men's Watch G-Shock G-300 G-301BR-1ADR - WW,"G-Shock Watches - G-Shock watch is another name for ""tough watch."" G-Shock Watches - maintain a firm grip on youthful hearts with their high-impact themes and satisfying lineup.",clothing_shoes_and_jewelry
366698,366698,7831,"MTD 917-0906 Replacement Spindle fits 38"" 42""","Used on many older MTD mowers including Wards, White, Yardman....38"" and 42"" decks.",patio_lawn_and_garden
315506,315506,16653,"Vornado Silver Swan Vintage Oscillating Fan, Brushed Nickel","Bringing back a classic! The Vornado Silver Swan is a perfect union of design and function. The stylish and streamlined Art Deco design of the Silver Swan oscillating fan will be the conversation piece in your home or office. With die-cast construction, powerful airflow, oscillation control, three speed settings, tilt adjustment and a built-in carry handle, the Silver Swan adds versatility to its design along with the comfort of a 5-year satisfaction guarantee. You can never go wrong with a classic. With its shiny body and blades and its black fan cage, this portable fan is as retro-hot as it is room-cooling. The blades' striking bullet-nose hub is based on a 1934 Art Deco design, the 72-watt motor's cooling vents resemble an old-time microphone's, and the brushed-chrome base is sculpted into a beautiful form. Contemporary features include deep-pitch, quiet blades, three-speed control, oscillation control, tilt adjustment, and a built-in handle for moving from room to room. Made of die-cast metal, the fan is heavy and sturdy, stands 18 inches high, and has a 14-inch-diameter head. --Fred Brack",home_and_kitchen
1250,1250,1250,Performax 60-6036 36 Grit Ready-to-Wrap Abrasive Sandpaper,"JET 60-6036 16-32, 36 Grit, 4-Wraps in Box Ready-to-Wrap Abrasive Strips (4 Strips/Pack) 36 Grit for 16-32 sanders.",tools_and_home_improvement
93370,93370,1191,"Professional Ultra SanDisk 16GB MicroSDHC Card for Samsung Galaxy Prevail 2 Smartphone is custom formatted for high speed, lossless recording! Includes Standard SD Adapter. (UHS-1 Class 10 Certified 30MB/sec)","  This Factory Direct product is from the actual manufacturer. Authentic & original quality is how we deliver you a Customized 100% quality item, at a FRACTION of the retail cost! ",electronics
432511,432511,13630,Casio Men's VA510SGA-9AV Waveceptor Solar Atomic Watch,"Make a powerful statement with the Casio WVA510DA-2AV Waveceptor men's men's digital/analog atomic watch, which receives time calibration radio signals which keep the displayed time accurate. It's also solar-powered--charging in either sunlight or indoor light--so you'll never have to deal with changing the battery. It features a number of time-keeping options, including a digital display (resting at 3 o'clock, with day and date options) that provides a 1/100-second stopwatch and a 50-lap memory, and a three-dial chronograph. It has a brushed gold-tone bezel that frames a blue dial with three subdials, which is accented by silver-tone Roman numerals.  Other features include a stainless steel band, luminous hands (with second hand), five alarms, dual time zones, auto LED backlight, and water resistance to 100 meters (330 feet).   Casio With the launch of its first watch in November 1974, Casio entered the wristwatch market at a time when the watch industry had just discovered digital technology. As a company with cutting-edge electronic technology developed for pocket calculators, Casio entered this field confident that it could develop timepieces that would lead the market. Today, Casio is focusing its efforts on solar-powered radio-controlled watches: the built-in solar battery eliminates the nuisance of replacing batteries, atomic timekeeping means the users never have to reset the time. Recently, Casio launched a series of Bluetooth watches that sync to the users cell phone to automatically update the time. Casio is always moving time forward.",clothing_shoes_and_jewelry
149337,149337,6432,"Learning Resources Liquid Measures, Set of 3","Kids learn liquid measurement and volume through hands-on exploration. Set of 3 liquid measurers including cup (8 oz/250 ml), pint (16 oz/500 ml) and quart (32 oz/1000 ml) feature markings in ounces and milliliters.",industrial_and_scientific
441102,441102,2216,Palm Treo 650 700 700w 700p Tungsten T5 TX E2 LifeDrive HotSync Sync and Charge Cable,This USB cable sync and charge your PDA/Handheld/Pocket PC at the same time with the PC/Laptop. No more bulky A/C adapter or cradle to carry when you travel. One of the best USB hotsync data cable for your PDA!,cell_phones_and_accessories
350258,350258,11394,LG White 5.1 Cu Ft Front Load Steam Washer and 9.0 Cu Ft Steam Electric Dryer set WM8000HWA DLEX8000W,This is the Rolls Royce of Laundry Systems.,appliances
1607,1607,1607,4 Piece Bathroom Hardware Set,"MINTCRAFT OAK021 4PC OAK BATH HARDWARE SET. Includes one each: 24"" towel bar, soap dish, toothbrush/tumbler holder and tissue holder. Includes one each: 24"" towel bar, soap dish, toothbrush/tumbler holder and tissue holder.",tools_and_home_improvement
231227,231227,7498,Kitikiti Scalp & Skin Treatment - Oily 4 oz. (Pack of 2),"Kitikiti Scalp & Skin Treatment, Oily 4 ounces",all_beauty
248204,248204,9369,Paladin Patch-Check Tester (1529),TOOLS PALADIN PATCH-CHECK TESTER,office_products
172260,172260,9347,"Kellogg's Product 19 Cereal, 0.75-Ounce Single Serve Packs (Pack of 96)","A multi-vitamin and mineral cereal of toasted corn, oats, wheat and rice. In the late 1800s at the Battle Creek Sanatorium, a combination hospital and health spa for the elite and famous, W.K. Kellogg, business manager, and his brother, Dr. John Harvey Kellogg, chief physician, were in the process of cooking some wheat for a type of granola when they were called away. When they returned, the wheat had become stale. They decided to force the tempered grain through the rollers anyway, and surprisingly, the grain did not come out in long sheets of dough. Instead each wheat berry was flattened and came out as a thin flake. This led to the formation of the Battle Creek Toasted Corn Flake Company in 1906, which eventually became Kellogg Company--changing the form of breakfast forever. The company that makes breakfast and snacks for millions began with only 44 employees. Today, Kellogg employs more than 25,000 people, manufactures in 17 countries, and sells its products in more than 180 countries. Kellogg is the worlds leading producer of cereal and a leading producer of convenience foods, including cookies, crackers, toaster pastries, cereal bars, frozen waffles, and meat alternatives. The companys brands include Kelloggs, Keebler, Pop-Tarts, Eggo, Cheez-It, Club, Nutri-Grain, Rice Krispies, All-Bran, Special K, Mini-Wheats, Chips Deluxe, Sandies, Morningstar Farms, Famous Amos, and Kashi.  Milled Corn, Sugar, Whole Oat Flour, Wheat Flour, Rice, Defatted Whet Germ, Salt, High Fructose Corn Syrup, Malt Flavoring, Sodium Ascorbate and Ascorbic Acid (Vitamin C), Alpha Tocopherol Acetate (Vitamin E), Niacinamide, Zinc Oxide, Annatto Color, Reduced Iron, Calcium Pantothenate, Pyridoxine Hydrochloride (Vitamin B6), Riboflavin (Vitamin B2), Thiamin Hydrochloride (Vitamin B1), Bht (Preservative), Vitamin A Palmitate, Folic Acid, Vitamin B12 and Vitamin D. Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.",grocery_and_gourmet_food
8003,8003,8003,"Bondhus 10806 7/64"" Ball End Tip Power Bit with ProGuard Finish, 3.0"", 10-Piece",Ball End Tip Power Bit with ProGuard finish. Fits all 1/4-inch drive bit holders. Bondhus professional quality tools provide superior value and offer a lifetime warranty.,tools_and_home_improvement
213749,213749,10023,Piano Concerto / Piano Quintet,This CD is in very good condition in original case,cds_and_vinyl
390533,390533,11662,Crime Story VHS,"Jackie Chan's most dramatic work casts him as a no-nonsense undercover cop on the trail of a ruthless gang of kidnappers who discovers that a respected figure in his own department may be involved with the criminals. In this film based on a true story, director Kirk Wong brings a gritty sense of realism to the action-filled police thriller while allowing plenty of opportunities for Jackie to show his stuff, notably in the bravura climax, a solo battle with the gang that culminates in a raging fire that devours a creaky apartment complex around them. Wong's sleek, hard-edged style meshes well with Jackie's acrobatic vigor, and Chan proves to be an adept and effective dramatic performer. However, fans expecting his trademark physical gags and comic interludes may be disappointed. This is a startlingly different side of the versatile Mr. Chan, and his performance helps make this grim ""policier"" one of the best serious Hong Kong action thrillers to date. --Sean Axmaker",movies_and_tv
60360,60360,8197,Cluefinders Adventure Pack - PC,"This great 3-CD game set includes three of our most popular Clue Finders games: The Phantom Amusement Park!, The Incredible Toy Story Adventure!, Mystery of the Missing Amulet!.

ClueFinders: The Phantom Amusement Park!... Surveying the night sky, the ClueFinders spot flashing lights beaming from an old, abandoned amusement park. It's an SOS! Investigate in the dead of night! Learn deductive logic, ordering, sequencing, hypothesis testing, spatial reasoning, and more as you search for clues to solve the mystery.....

ClueFinders: The Incredible Toy Store Adventure! - Being trapped in a toy store isn't all fun and games for the ClueFinders. When Owen and Joni suddenly find themselves shrunk down to only 3 inches tall, Santiago and Leslie have to search the toy store for clues before the entire city of San Francisco is zapped by a mysterious shrinking ray. Your job is to use your skills in math, language arts, and geography to help the ClueFinders work their way through six action-packed activity stations and five fun ClueSpots. With four levels of difficulty, new challenges will keep you coming back for more. There are wild toy store activities like the Taxi Bug Express and a daring Escape from Alcatraz. If you get stumped, turn to the detailed help feature to work through the trickier challenges. And mark every milestone with a motivating progress report.....

ClueFinders: Mystery of the Missing Amulet! While exploring the impact site of a large meteor, the ClueFinders are unexpectedly transported across the galaxy to a far-off planet. Joni and Owen find audience with a beguiling princess while Santiago and Leslie are apparently trapped by a wicked sorceress. The sorceress threatens the entire planet with destruction and the ClueFinders are the kingdom's only hope.",software
418122,418122,19248,Musician's Gear Hardshell Harmonica Case Black,"Black Tolex cover, imitation leather accents with creme piping, plush interior. Locking latch under the handle. Holds 20 diatonic and 2 chromatic harmonicas. Removable tray, plenty of room for cables, microphone, and accessories.",musical_instruments
110978,110978,18799,Hoya 55mm #Red 25 Multi Coated Glass Filter,"The most popular of the contrast filters for black and white photography, Red creates dramatic effects by brightening red and orange while darkening blue and blue-green in sky, water and architectural scenes.  With underexposure, the red filter may be used to simulate a moonlit scene at midday.  With infrared film, the filter gives extreme contrast to skies, turning foliage white and cutting through fog and haze.  Multi coated for maximum flare protection, red filters are available in most popular sizes.",electronics
164557,164557,1644,"Pumpkin Seeds - Pepitas, 8 oz.","Pumpkin Seeds - Pepitas, 8 oz. Statements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition.",grocery_and_gourmet_food
186797,186797,3077,Pool School Deluxe Swim Trainer Assortment,"Get the whole Pool School Set!Get this Pool School Deluxe Swim Trainer set. This set includes Swim Ring, Swim Vest, Arm Bands, Baby Float, and Kickboard. Great for family swim training and neighborhood pool parties. Individual pieces also available. Ages 2-6. Pool School Deluxe Swim Trainer Assortment - Pool School is a three step progressive swim trainer program focused on safety awareness to help kids develop water confidence and improve swimming skills. Pool School swim trainers are designed to match a child's age and level of ability.",toys_and_games
334233,334233,15378,Davis Barrier Boot,BOOT BARRIER X-LARGE #3,sports_and_outdoors
119703,119703,7516,Sierra International 18-8056 Fuel Connector,"Replaces: 174508, 775640. Johnson/Evinrude. Mates with 18-8063. OEM: OMC 174508, 775640",automotive
77650,77650,5479,Paint Marker Bullet Tip 2.3 mm Black,Specially designed indoor/outdoor appropriate marker is ideal for construction and industrial applications as well as arts and crafts projects. Permanent paint leaves an indelible fully opaque water- and fade-resistant mark on nearly any surface: glass metal plastic porcelain wood etc. Fast-drying formula minimizes the potential for smears and smudges. Marker Type: Permanent Assortment: N/A Color(s): Black Tip Type: Bullet.Unit of Measure : Each,arts_crafts_and_sewing
449971,449971,11085,Samsung Gravity T459 Home / Travel Charger,"Standard Travel/Home/Wall Charger plugs directly into your phone or desktop charger stand to charge your phone or PDA phone battery. Enhanced internal circuitry to manage charging status and prevent over- and under-charging. Integrated electrical fuse to prevent damage to phone or battery. Keep an extra charger handy at home, in the office or while traveling.",cell_phones_and_accessories
65556,65556,13393,Readiris Pro 11 (Asian),"Readiris Pro 11 Asian for Macintosh is the best OCR solution for Asian and non Asian characters. Never retype Asian characters again, this OCR software recognizes the main Asian languages in no time! This unique feature works with: Japanese, Traditional Chinese, Simplified Chinese & Korean. Save an incredible amount of time when converting any paper, PDF and image documents into digital files you can edit, archive and share!",software
273013,273013,14175,THE STRANGER IN THE MIRROR: Dissociation: The Hidden Epidemic,"What do the Columbine killings, ""getting lost in a good book"" and your midlife crisis have in common? According to psychiatrist Steinberg, they are all events that can be placed on a broad continuum of behaviors related to dissociative identity disorder, popularly known as multiple personality. Steinberg, whose research was supported with grants from the National Institute of Mental Health, argues with conviction that mild dissociative behaviorAtemporary episodes of disconnection or memory lossAcan be a useful mechanism for coping with such mundane but stressful events as giving public presentations as well as major traumas like an operation or an assault. In more extreme forms, it is a debilitating disorderAsimilar, she argues, to attention deficit disorderAthat is in need of psychiatric recognition and intervention. Arguing that DID often results from early childhood abuse, Steinberg passionately calls for removing the stigma from its related behaviors, noting that the popular conception of the disorder is gleaned from overblown films such as Sybil and The Three Faces of Eve. Readers can gauge their own dissociative tendencies with the book's abridged version of the Steinberg clinical interview for DSM-IV dissociative disorders. Readers interested in clinical depression and ADD will gravitate to this book, although Steinberg's throwaway comments that suggest that seeing ""alternative"" lifestyles depicted on TV can cause psychic confusion and that stepparents have a greater tendency to violate the incest prohibition may cost her some otherwise sympathetic readers. While DID doesn't have as much cultural currency as ADD, Steinberg's research has much to add to the contentious debates surrounding childhood trauma, diagnostic categories and the changing relationship between incurable disease and manageable disorder. Agent, Mary Tahan. (Oct.) Copyright 2000 Reed Business Information, Inc. Multiple personality disorders (MPD) are now subsumed under the rubric dissociative identity disorders (DID), or just plain dissociation. Most DID cases are the result of physical, sexual, or emotional abuse in childhood. Psychiatrist Steinberg puts her considerable research and clinical experience to the purpose of making it clear that DID is a ""hidden epidemic,"" that many of its sufferers are misdiagnosed and fail to receive proper early treatment, and that the sensationalism of many MPD cases of yore (e.g., The Three Faces of Eve) has warped physicians' as well as public attitudes. In addition, she explodes the five most common myths about dissociation and describes its five core symptoms. She uses three long case histories to illustrate the beginning and development of DID (drunkenness and abuse played major roles in these instances), and she offers practical steps for rehabilitation. Her work in the field reached a peak when the Steinberg Clinical Interview process was given a place in the fourth edition of psychiatry's bible, the Diagnostic and Statistical Manual. William BeattyCopyright  American Library Association. All rights reserved  ",books
195259,195259,11539,Overthrone," France, 17th century. You are a noble vying for control in the French court. Gather your forces and call in favors as you plot your rise to power. Will you support the King or incite Rebellion? The key players include generals, musketeers, lords, clergy and even the queen. Attract allies and eliminate enemies as you strive to increase your power and influence. Seek out courtiers loyal to your cause. Protect provinces or face Revolt. Use your Gold to bribe those whose help you'll need. Each turn you must reveal another of those who support you. Rebellion is in the air and when it strikes, the throne will be up for grabs. So go forth and grab the reins of power, but be careful. Push too hard and you risk excommunication, imprisonment, or worse. The executioner's axe. The fate of the kingdom is in the cards. Ages 12 and up. 3-6 players. Games 100 award winner.Features include: •Ages 12 and up•3-6 players•Games 100 award winner The setting is 17th-century France; the action includes rebellion and blackmail. This complex card game is one in which each player attempts to assemble a group of key people and provinces in order to become the most powerful person in the French court. Typical elements in each game are duels, attacks, bribes, capture of provinces, musketeers, courtiers, and gold. There are also special people--bishops, generals, queens, and so on--who possess special power that dramatically affects the game's outcome. Scoring is based on a point system: points are awarded to each province owned. Victory is awarded to the player with the most points at the end of the game. Each game takes approximately 45 to 60 minutes to play. If you're interested in 17th-century France's provinces, nobility, and history of dueling and rebellion, then you'll love this card game. --Tami Horiuchi",toys_and_games
2722,2722,2722,DEWALT DW1681 5/8-Inch by 17-Inch Ship Auger Bit,The product is 5/8x17 PWR Auger Bit. Easy to use. The product is manufactured in china. DeWalt DW1681 5/8-Inch by 17-Inch Ship Auger Bit,tools_and_home_improvement
129432,129432,17245,SEM 39103 Black Original Flexible Bumper Coater Aerosol - 12 oz.,Bumper Coater is a line of advanced coatings formulated to restore the OEM finish on automotive bumpers and plastic cladding.,automotive
157549,157549,14644,"San Jamar T1390TBK Electronic Touchless Roll Towel Dispenser, 11 3/4 x 9 x 15 1/2, Black","San Jamar Electronic Touchless Roll Towel Dispenser, 11 3/4 x 9 x 15 1/2, Black",industrial_and_scientific
293213,293213,14366,"<span class=""a-size-medium a-color-secondary a-text-normal""",Finnish Metal Punk,digital_music
352058,352058,13194,Blodgett R11087 3 Pole Contactor,"R11087, CONTACTOR, 3 POLE 40 AMP 240 VOLT ALTERNATING CURRENT. Blodgett Genuine OEM replacement part. Blodgett ovens have stood the test of time to become a commercial oven and steamer leader. Use genuine OEM parts for safety reliability and performance. R11087, CONTACTOR, 3 POLE 40 AMP 240 VOLT ALTERNATING CURRENT. Blodgett Genuine OEM replacement part. Blodgett ovens have stood the test of time to become a commercial oven and steamer leader. Use genuine OEM parts for safety reliability and performance.",appliances
124254,124254,12067,Prime Products (08-5015) Chrome Plated 12V Universal Utility Outlet,"Prime Products Universal 12-Volt Utility Outlet. Chrome plated. 10257 has a mini-plate, 2-5/8 inch x 1-5/8 inch.",automotive
458648,458648,19762,"[2 Pack] Galaxy S8 Screen Protector, Live2Pedal [9H Hardness][Anti-Scratch][Anti-Bubble][3D Curved] [High Definition] [Ultra Clear] Tempered Glass Screen Protector for Samsung Galaxy S8"," Perfect for Protective your Samsung Galaxy S8 Because of curved edges of Galaxy S8, it will generate a halo that if you use traditional screen glass protectors. We have developed a glass screen for Galaxy S8, offers a full screen protection without any halo effects or bubbles. This is accomplished with state of the art technology by placing hundreds of microscopic transparent dots on the screen protector to mimic the contact of your finger on the screen; Made of high quality tempered glass, it delivers maximum protection, ensuring a shock-proof, pressure-resistant anti-scratch protection, while preserving HD clarity of resolution and up to 99% light transmission rate; In addition to superb protection, it is only 0.25mm thin and features a unique oil resistant coating that repels natural skin oils and reduces annoying fingerprints.",cell_phones_and_accessories
422677,422677,3796,Lodis Audrey Wallet,"The spacious and stylish Audrey SUV wallet is made of genuine leather.
Holds your credit cards, checkbooks, currency and identification.
Rear exterior zip pocket.
Removable checkbook cover.
Contrast stitching.
Top tab with magnetic snap closure.
Interior with full length currency compartment, credit card slots and identification window.
Dimensions:  7 3/4"" wide x 1 1/2"" deep x 4 3/4"" high.
Measurements:

     Bottom Width: 8 in
     Middle Width: 8 in
     Top Width: 8 in
     Depth: 1 1⁄2 in
     Height: 5 in
     Weight: 13 oz Established in Spain in 1965 and transplanted to the U.S., Lodis combines downtown style and refined materials in its line of fashion accessories, from handbags and totes to small leather goods and evening clutches. Lodis. You know who you are. Get noticed.",clothing_shoes_and_jewelry
31898,31898,11890,Floppy Fleece Lamb,"Your pet will have hours of fun with these oversized extra fluffy, floppy fleece toys. Choose from a lamb, cow or a dog, each 15"" long.",pet_supplies
213108,213108,9382,"Complete Organ Works, Vol. 1",The Nativity of the Lord,cds_and_vinyl
2804,2804,2804,"DEWALT DW4860 12-Inch 6 TPI Demolition Bi-Metal Reciprocating Saw Blade, 5-Pack","The DeWalt DW4860 12-inch 6 TPI demolition bi-metal reciprocating saw blade is a thicker blade built for demolition. This blade can also be used to cut a wide variety of materials, including wood, plastic, and drywall. In general, a lower tooth count cuts faster, but provides a rougher finish, and this 6 TPI (Teeth Per Inch) blade is no different. Each DW4860 features bi-metal construction with reinforced teeth for increased durability, anti-stick coating for reduced friction, and matrix II steel with 8-percent cobalt for longer blade life. In addition, this reciprocating blade features a +/- 3-degree shank angle for aggressive cuts, a wider blade design to prevent breakage, and reinforced teeth for increased durability when cutting nails and other metals. This all-purpose blade (sold in a pack of 5) will fit all brands of reciprocating saws. DeWalt DW4860 12-Inch 6 TPI Demolition Bi-Metal Reciprocating Saw Blade, 5-Pack",tools_and_home_improvement
121551,121551,9364,Metra 99-7001 Installation Multi-Kit for Select 1989-2005 Dodge/Eagle/Mitsubishi/Plymouth Vehicles,Metra patented Quick Release Snap In ISO mount system with custom trim ring. Allows retention of factory climate controls air vents hazard button and passenger airbag light in their original location. Painted to match factory taupe color (taupe is a brownish grey color). Metra Patented Quick Release Snap In Iso Mount System With Custom Trim Ring. Allows Retention Of Factory Climate Controls Air Vents Hazard Button And Passenger Airbag Light In Their Original Location. Painted To Match Factory Taupe Color (Taupe Is A Brownish Grey Color).,automotive
328352,328352,9497,Classic Equine Soft Touch Straight Cinch 36 Brown,"Patented six-layer system eliminates twist and cinch distortion Extra soft, non-chafing, non-galling virgin neoprene is self lubricating, flexible and reduces girth itch under extreme conditions Anti-Microbial and Anti-Fungal Custom designed stainless steel buckle and dees will not rust Magni-hide nylon top cover is impervious to spurs, barbed wire and brush",sports_and_outdoors
157920,157920,15015,"Inoculating Needle, Loop and Bacteria Smear Set","REUSABLE INOCULATING LOOPS & NEEDLES + BENT SPREADER

Inoculating Loops:
Best Science Supply Inoculating Loops are made from high quality nichrome wire. Loops have been designed to slide along agar surfaces without cutting or tearing. Loops cool rapidly and are less expensive than platinum.

Inoculating Needles:
Best Science Supply Inoculating Needles are made to select, inoculate or transfer microbiological samples. Needles are made from high quality nichrome wire that cools rapidly after sterilization. Attached to a light-weight aluminum handle, insulated to protect the hand during use.

BACTERIA SPREADER:
Stainless Steel Rod, bent for spreading baceria dispersion evenly over an agar plate.",industrial_and_scientific
