,Unnamed: 0.1,Unnamed: 0,Title,Description,ImagePath,Category
38729,66548,66548,Hj28 2.0mp 720p Caméra Wifi Fpv Pliable 6-Axis Gyro Rc Quadcopter Drone,HJ28 2.0MP 720P Caméra Wifi FPV Pliable 6-Axis Gyro RC Quadcopter Drone Caractéristiques: Innovative drone selfie caméra HD 720P 2.0MP vous permet d&#39;obtenir une grande selfies sans effort. Gyroscope à 6 axes la fonction de calibrage gyroscopique. Avec le modèle sans tête attrayant résoudre complètement problème de perte de l&#39;orientation pilote. 3D flips avec une agilité étonnante offre un spectacle aérien cascadeur. transmission en temps réel Wifi et le contrôle de téléphone qui peut capturer des photos et enregistrer des vidéos pour votre grand souvenir. Baromètre intégré avec fonction de maintien d&#39;altitude offre un vol stable. Spécifications: Nom: Pliable Drone Modèle: HJ28 en option Type: 2.0MP WIFI FPV Matériel: ABS &#43; composants électroniques Couleur: Blanc Noir Rouge Taille (pliage): 15 x 14 x6cm Taille (dépliage): 31 x 31 x 6 cm Taille du paquet: 265 x 18 x 75 cm Âge: 14 ou au-dessus de la batterie: 3.7V 1800mAh Batterie télécommande: 2 x 1.,image_1262587956_product_3908518430.jpg,1280
73477,60625,60625,Sauna portable à vapeur intérieur pliable Box spa Fitness pliant Argenté,<strong><br /> Bienvenue chez Uscool! Achat au prix raisonnable et bon SAV. <strong><br />  Sauna portable à vapeur intérieur pliable Box spa Fitness pliant Argenté<strong><br /> Matière:Plastique et maille d&#39;aluminium bâches<strong><br /> Taille:80*70*98cm.<strong><br /> Poids:8kg<strong><br /> Puissance:1200W De régulation de température à distance<strong><br /> Caractéristiques:<strong><br /> - La température de la vapeur: env. 60 °C<strong><br /> - Capacité de cuisinière à vapeur: 1.8L<strong><br /> - Puissance du moteur à vapeur: 1200W<strong><br /> - Tension: 240v<strong><br /> - Minuterie à vapeur: 0-60min<strong><br /> - Prise d&#39;alimentation: fiche UE<strong><br /> - Dimensions (HxLxP): environ 98 x 70 x 80 cm<strong><br /> - Poids du paquet: env. 8 kg.</strong></strong></strong></strong></strong></strong></strong></strong></strong></strong></strong></strong></strong></strong></strong>,image_1155138585_product_2649520225.jpg,2583
24799,21327,21327,Vichy Et Ses Environs. Guide De Poche Illustré Avec Plan De La Vuille Et Carte Des Environs (40e Année),,image_957049311_product_223615634.jpg,10
16611,54903,54903,Chaise De Salle À Manger 2 Pcs Bois D&#39;Acacia Massif Et Sesham,&#34;  Cet ensemble de 2 chaises de salle à manger en bois de style rétro sera un ajout intemporel à votre décor. Les chaises sont faites de bois d&#39;acacia massif avec un placage de bois de Sesham et les beaux grains de bois rendent chaque meuble unique et légèrement différent de l&#39;autre. Le Sesham est un bois dur tropical qui est bien connu pour ses grains riches et aussi connu sous le nom de palissandre ou de bois de rose. La livraison comprend 2 chaises de salle à manger. Remarque importante : Les couleurs varient d&#39;une pièce à l&#39;autre rendant chacune de nos chaises de salle à manger unique ; la livraison est aléatoire.  Couleur : Marron Matériau : bois d&#39;acacia massif avec un placage en bois de Sesham Dimensions : 45 x 45 x 80 cm (l x P x H) Profondeur du siège : 42 cm Hauteur du siège à partir du sol : 45 cm Polie peinte vernie et cirée La livraison comprend 2 chaises pour la salle à manger &#34;,image_1189522761_product_3082693478.jpg,1560
62191,38847,38847,Remplacement Silicone Souple Bracelet Bande Avec Des Outils Pour Garmin Fenix ??3 Hr Bk Stream,Remplacement silicone souple bracelet bande avec des outils pour Garmin Fenix ??3 HRFeatures: 100% tout neuf et de haute quality.Softness est usure modérée très comfortableCompression robuste de moulage et la taille durableThe peut être ajustée en fonction de la situation de l&#39;individu wristQuantity: 1Material: SiliconeWidth: 26mmLength: 215mmCompatible Pour Garmin Fenix ??3HRPackage Inclure: 1pc Wristband (sans emballage vendu au détail) 2pc tournevis,image_1324196727_product_4236297764.jpg,1302
69775,45363,45363,Pelikan Lot De 3 Etuis De 6 Cartouches D'encre 4001 Tp/6 Violet,Pelikan cartouches d'encre 4001 TP/6 violetcontenu: 6 cartouches d'encre dans une boîte en carton-301697,image_1023816936_product_538144653.jpg,2522
68372,31378,31378,Prendre Conscience De Son Énergie,L'énergie est partout entre les planètes les lieux les humains. Elle nous entoure nous traverse nous anime. Elle est l'air le souffle de vie l'espace et le lien entre chaque chose et entre toutes choses. Observez... Naturellement il y a des gens avec qui vous vous sentez bien immédiatement d'autres non. C'est la même chose pour les lieux. Toutes ces situations sont parfaitement cohérentes logiques et concrètes dans une vision énergétique. Ressentir déployer renforcer votre propre énergie est tout à fait possible et à la portée de tous. Votre Coach Bien-Etre par les exercices ludiques qu'il propose vous accompagne avec une attention bienveillante à la découverte des différentes dimensions énergétiques : champ d'énergie universelle aura haro et essence divine.,image_1114971455_product_1820228560.jpg,2705
49703,39590,39590,Carnet De Notes Bloc-Notes Cahier S Alphabet Fraises Mignon Schéma Carnet De Journal Journal A5 De La Chimie Classique,Taille: En format A5 (144 cm x 21 cm) Caractéistique: -Excellente durabilité avec couverture solide design. 96 pages jaune pale (recto et verso) -Texture de papier de haute qualitévous pouvez y érire facilement,image_1306558201_product_4167079297.jpg,2522
70448,8055,8055,Aromathérapie parfum Sorbet Citron,Les sticks de recharge pour diffuseur d&#39;aromathérapie ne nécessite plus de doser votre aromathérapie il suffit simplement de les visser à l&#39;emplacement prévu.,image_1158120577_product_2695196899.jpg,2583
12874,57084,57084,vidaXL Bouteille d'hiver de piscine Gizzmo et 2 bouchons d'hiver PEHD,<p>Cette bouteille Gizzmo pour piscine est une protection antigel idéale pour l&#39;écumoire de votre piscine en hiver. La bouteille d&#39;hiver pour écumoire est fabriquée en PEHD (polyéthylène haute densité) ce qui lui confère une solidité et une durabilité considérables. La bouteille Gizzmo est un long tube en plastique creux qui se visse dans l&#39;ouverture de l&#39;écumoire afin d&#39;empêcher l&#39;écumoire de se fissurer pendant la saison froide de l&#39;hiver. Cela est généralement possible lorsque la piscine est pleine d&#39;eau. La bouteille Gizzmo a 2 bouchons d¿hiver qui conviennent à des bouteilles de 15&#34;&#34;.</p> <ul><li>Matériau : PEHD (polyéthylène haute densité)</li><li>Taille de la tête : 1/2&#34;&#34; et 2&#34;&#34;</li><li>Taille du bouchon : 15&#34;&#34;</li><li>Avec 2 bouchons</li></ul>,image_1262733359_product_3910821653.jpg,2583
10826,10156,10156,Literie Drap Couverture Drap De Lit Soft Comfort Solide Couleur,Drap housse Literie Couverture Drap de lit Soft Comfort Solide Couleur Description: Ce grip feuilles et adapter mieux que tout autre jeu de feuilles! Extensible et la feuille équipée élastique durable ajoutée est conçu pour rester confortable et adapté à votre matelas. La qualité de vie pour vous vous drape dans l&#39;élégance le luxe et le confort. Ce jeu de feuilles fournissent une vitalité durable de couleur peu importe à quelle fréquence ils sont lavés et doux au toucher Jeu de feuilles de soins facile ajoute une dose merveilleuse confortable pour toute feuille bed.The bien fait fait un bon choix pour ce gosse chambre une chambre dortoir de collège ou appartement. ils sont parfaits pour toutes les pièces Lavage en machine à froid avec des couleurs semblables. Sécher à basse température. Ne pas javelliser. Matière: Coton Couleur: Gris Taille: Forfait 120x200cm Comprend: 1x drap de lit,image_1254891856_product_3866912231.jpg,1560
51594,47056,47056,A London Life And Other Tales (Dodo Press),,image_1017247369_product_407719718.jpg,10
25728,18475,18475,Piscine Gonflable 107x104x71 cm. Petits Poissons,Piscine en forme de bouche ouverte d¿un poisson pour que les petits puissent se rafraichir et être protégés du soleil. -Mesures : 107 cm de long x 104 xm. de large x 71 cm de haut. -Capacité : 25 litres. -La partie qui protége du soleil peut s¿enlever facilement. -Protége ton enfant du soleil (UV Careful) (50+ UPF) -Sol gonflable et matelassé. -Fabriqué avec vinyle de 0.22 mm,image_1075758342_product_1352145986.jpg,2583
40497,1198,1198,80 Set Boutons pression Snaps bouton Goujons presse avec 4 pièces de fixation d'outils,80 Set Boutons pression Snaps bouton Goujons presse avec 4 pièces de fixation d&#39;outils Description du produit: Hotop 80 Magnétisme attaches snaps boutons pression bouton avec 4 pièces de fixation des outils 125 mm de diamètre Caractéristiques: Ces boutons pression boutons pression sont en cuivre solide avec une bonne qualité puis plaqué d&#39;autres couleurs; Ces plots de presse sont en or argent bronze et bronze 20 Magnétisme attaches chaque couleur; Et chaque ensemble de fixation comprend 2 bouchons un goujon et une douille. Application large: Ces boutons-pression utiles sont bons pour la confection de vêtements de l&#39;artisanat des ornements en les cousant sur les chemises vestes combinaisons sacs à dos chaussures chapeaux ceintures vêtements en coton rembourré jeans cuir et ainsi de suite. Pratique pour stocker: Le kit de fixation de bouton est livré avec une boîte de rangement en plastique transparent et quelques petites planches amovibles ce qui est pratique pour vous de rassembler des objets plus petits et de les stocker dans l&#39;ordre. Spécification Snap set: 2 capsules un goujon et une douille Couleurs: bronze or argent et diamètre du chapeau de bronze: env. 125 mm 049 pouce note chaude: petites pièces s&#39;il vous plaît tenir à l&#39;écart de l&#39;enfant. Le forfait comprend: 20 x Set grenouillères gunmetal 20 x Set grenouillères en bronze 20 x Set grenouillères argent 20 x Ensemble grenouillères d&#39;or 1 x base de Setter 1 x poinçon creux 2 x 633 Modèle outil d&#39;installation 1 x boîte de rangement clair 1 x instruction d&#39;exploitation image,image_1257237910_product_3879897914.jpg,2585
70071,76594,76594,Petit Journal (Le) N° 9581 Du 20/03/1889 - Trop Riche Le Nouveau President M Harrisson A Dit Que La Reserve Du Tresor En Valeurs Disponibles Atteint A 3 Milliards 700 Millions De Francs Article De Thomas Grimm - 74 Concurrents S Etaient Presentes ...,,image_1026821933_product_569634568.jpg,2280
61981,55013,55013,Douche ext¿rieure Bois d'eucalyptus et acier,<p>Cette douche ext¿rieure vous permet de prendre une douche rafra¿chissante dans votre jardin ou pr¿s de votre piscine avant ou apr¿s la baignade. Fabriqu¿e en bois dur d&#39;eucalyptus et avec une construction en m¿tal solide cette douche ext¿rieure est tr¿s durable. La douche tout-en-un avec un beau support en bois lisse et la plate-forme sont con¿ues pour un confort suppl¿mentaire. Elle peut ¿tre facilement connect¿e ¿ n&#39;importe quel tuyau d&#39;arrosage et la douchette peut ¿tre ajust¿e ¿ la hauteur d¿sir¿e. Avec une apparence propre et luxueuse cette douche ext¿rieure fera un excellent accessoire ¿ votre jardin ou piscine.</p> <ul><li>Couleur : Marron et argent¿</li><li>Mat¿riau : bois d&#39;eucalyptus dur naturel huil¿ &#43; acier </li><li>Dimensions totales : 70 x 70 x 210 cm (L x l x H)</li><li>Douche r¿glable en hauteur</li><li>Se raccorde facilement ¿ tout tuyau d&#39;arrosage</li><li>Conception autonome</li><li>Facile ¿ nettoyer</li><li>Facile ¿ assembler</li></ul>,image_1266674880_product_3939551974.jpg,2583
30259,75950,75950,Magnet Carte Europe N°82 (Burgos),,image_835507762_product_69606856.jpg,1140
37637,82037,82037,Kit piscine acier aspect rotin Gré Rattan ovale 634 x 399 x 132 m + Bâche hiver + Douche,Piscine hors-sol ovale en acier aspect rotin Rattan de la marque Gré.La piscine en acier ovale Rattan c&#39;est :? Une structure en acier galvanisé d&#39;une épaisseur de 45/100 à l&#39;aspect rotin. Renforcée par des poteaux de 12 cm de large ainsi que par plusieurs jambes de force (le nombre de jambes de force varie selon la taille de la piscine).? Un liner de couleur bleu en pvc d&#39;une épaisseur de 40/100. Il se fixe à la structure avec un system Overlap.Elle dispose d&#39;un équipement complet : ? Filtration à sable de 5 m³/h avec sable fournis.? ¿Échelle de sécurité avec marche amovible.? Skimmer.?Tapis de sol.Plusieurs tailles de piscines en acier sont disponibles : KITPROV508FRT : Piscine acier Rattan 527 x 327 m? Dimensions extérieures (L x l x H) : 527 x 327 x 132 m? Dimensions intérieures (L x l) : 500 x 300 m? Espace nécessaire : 540 x 520 m? Volume d&#39;eau : 162 m³KITPROV618FRT : Piscine acier Rattan 634 x 399 m? Dimensions extérieures (L x l x H) : 634 x 399 x 132 m? Dimensions intérieures (L x l) : 610 x 375 m? Espace nécessaire : 650 x 595 m? Volume d&#39;eau : 233 m³KITPROV738FRT : Piscine acier Rattan 744 x 399 m? Dimensions extérieures (L x l x H) : 744 x 399 x 132 m? Dimensions intérieures (L x l) : 720 x 375 m? Espace nécessaire : 770 x 595 m? Volume d&#39;eau : 282 m³La gamme de piscine hors-sol en acier Rattan bénéficie d&#39;une grantie fabricant de 4 ans sur la structure et de 2 ans sur la filtration à sable le liner ainsi que les accessoires.,image_1244540882_product_3785187777.jpg,2583
19726,9059,9059,LED sous-marines blanc et argent Spot sous-marin 3W 240-270LM lumière 3 LED AC / DC 12V,LED sous-marines blanc et argent Spot sous-marin 3W 240-270LM lumière 3 LED AC / DC 12V<br />1) Puissance: 3W<br /><br />2) Tension d&#39;entrée: AC / DC 12V<br /><br />3) Température de couleur: 6000-6500K<br /><br />4) Flux lumineux: 240-270lm<br /><br />5) Angle de faisceau: 60 degrés<br /><br />6) Taille: 92 x 75mm<br /><br />7) Poids: 287 g<br /><br />,image_1181675986_product_3003996799.jpg,2583
19223,58869,58869,Kit piscine acier aspect bois Gré Sicilia ovale 527 x 327 x 122 m + Bâche à bulles,Une piscine acier imitant le bois à la perfection pour embellir votre jardin. Peu encombrante elle permet néanmoins de profiter d&#39;un espace de nage conséquent.Après installation la piscine peut être utilisée immédiatement grâce à sa filtration à cartouche intégrée.,image_1247849811_product_3813571462.jpg,2583
18402,108,108,SPA 6 places à bulles ST MORITZ et 2 cartouches type VI pour Spa BESTWAY - OOGARDEN,Ce SPA gonflable 5-7 places à l&#39;aspect tressé de la marque LAY-Z-SPA est équipé d&#39;un système de massage Airjet. Son installation ne dispose d&#39;aucun outils nécessaires et se fais en seulement 21 min à une personne. Découvrez ci dessous toutes ses fonctionnalités et caractéristiques :Dimensions  : 216 X 71 cmDimensions avec filtration : 262 x 80 cmPoids : 4576 kgVolume d&#39;eau : 1190 LConstruction robuste et confortable : PVC TRITECH et dessous en mousseFiltration de l&#39;eau par filtre à cartoucheSystème de massage AirjetTempérature Maximum de l&#39;eau : 40°CChauffageMinuterie d&#39;économie d&#39;énergieColoris : Aspect tressé imitation rotin Accessoires Inclus :1 Cartouche de type VI1 Tapis de sol1 Bâche gonflable1 Diffuseur de produitsCe SPA gonflableST MORITZ se démarque par son aspect tressé. De plus il vous permet de profitez pleinement de moments de détente à domicile !Lot de 2 cartouches type VI pour spa de la marque BESTWAY. Dimension : 1060 x 800 cm Nombre de places:5-7. Jets:Système Airjet. Liner:PVC TRITECH. Couverture:INCLUS. Pompe de filtration:INCLUS. Cartouche filtrante:INCLUS. Taille du produit:216 x 71 cm. Chauffage:Température maximum : 40°C.,image_1301011932_product_4150114277.jpg,2583
18396,50307,50307,Beach Toys La Reine Des Neiges - Bodyboard 94,LA REINE DES NEIGES Planche a Vagues 94cm - MONDO - Planche a vagues aux couleurs de la REINE DES NEIGES. 94cm de long - Fille - A partir de 3 ans - Livré a l&#39;unité -  - GÃ©nÃ©ral : - Marque : MONDO - Licence : La Reine des Neiges - Type de public : Enfant - Genre : Fille - Age (A ...,image_1146383348_product_1316638605.jpg,1302
57933,59997,59997,10pcs / Set Fls De Noël Arbres De Noël Décor Glitter Mer Birthday Party 10cm Christmas Decoration 5734,10Pcs / Set Fls de Noël Arbres de Noël Décor Glitter mer Birthday Party 10cm Spécifications: 100% tout neuf et de haute qualité Quantité: 10pcs coloré et brillant décor de flocon de neige en plastique. Matière: Plastique &#43; coul Glitter: comme le montrent Taille: env. 10cm Parfait pour la décoration de vos arbres de Noël pendant Noël. Convient pour la décoration de votre maison restaurant bar fête etc. Ajouter une ambiance festive chaud en hiver. Créer un package coloré des merveilles d&#39;hiver: 10 x Fls de Noël,image_1317738787_product_4213757112.jpg,2060
55794,52150,52150,"Jeu Astérix ""Obélix Contre Hattack""",jeu de société 1995 n°ref 592081,image_323934489_product_16398102.jpg,1281
60513,21311,21311,Tente Pliante Pack Complet V3s3-M2 - 3 X 45 M Blanc H,Tente pliante V3S pack PVC M2 S3 : simple pratique et robuste !!Le <strong>stand pliant</strong> V3 pack M2 vous offre une <strong>qualité professionnelle </strong>de<strong> fabrication française</strong>. Cette <strong>tente</strong> vous permet de minimiser vos dépenses sans transiger sur la sécurité.  Un traitement ignifugé répond aux exigences de sécurité en vigueur (certifié M2) et sa facilité d&#39;entretien en fait un allié pour toutes les occasions.Composé d&#39;une structure d&#39;un toit et de trois bâches latérales ses dimensions usuelles et son coloris sobre en font un modèle polyvalent. Ce barnum vous accompagnera dans n&#39;importe quelle activité.Avantages<ul><li>Facile à monter</li><li>Traitement anti feu</li><li>3 Dimensions disponibles : 3 x 3m 3 x 4m5 et 3 x 6m</li><li><strong>Caractéristiques</strong></li><li>Structure 100 % Aluminium / visserie en INOX.</li><li>Pièces de jonctions renforcées (polypropylène &#43; 30% fibre de verre) </li><li>Croisillons intégrant des renforts intérieurs et extérieurs </li><li>Embase en fonte d&#39;aluminium </li><li>Fils haute ténacité hydrofuges</li><li>Pied coulissant et système de guidage intégré</li><li>Pieds hexagonaux en aluminium (épaisseur 2 mm) </li><li>Renforts de toit PVC</li><li>Finition du toit intégrant un biais sergé </li><li>Auto agrippant 50 mm </li><li>Maintien du toit par auto agrippants</li><li>Encombrement refermé inférieur à 1m²</li><li>Poids de 30 Kg à environ 50 Kg suivant les modèles</li><li>PVC blanc 500 gr/m² ignifugé M2</li><li>Dimensions3 x 3 m</li><li>1 mât</li><li>Hauteur du faîtage 3m10 à 3m26</li><li>Hauteur sous bandeau 1m95 à 2m11</li><li>3 x 45 m</li><li>2 mâts</li><li>Hauteur du faîtage 3m10 à 3m26</li><li>Hauteur sous bandeau 1m95 à 2m11</li><li>3 x 6 m</li><li>3 mâts</li><li>Hauteur du faîtage 3m10 à 3m26</li><li>Hauteur sous bandeau 1m95 à 2m11</li></ul>,image_1245643294_product_3793571134.jpg,2582
71596,39219,39219,Planète Groupe 902 Spécial Mondial,,image_1061970269_product_1105867961.jpg,2280
67675,22014,22014,Realacc X210 Pro 214mm 3k Fpv Racing Cadre 4mm-Générique,,image_1121677502_product_2041133555.jpg,1300
24688,62569,62569,H2 - Zentrum Für Gegenwartskunst Im Glaspalast,,image_1198545678_product_2012858693.jpg,10
35804,64909,64909,Magideal Xylophone Glockenspiel Enfant Jouet 5 Notes Arc-En-Ciel Professionnel Avec Deux Maillet,<p><b>La description:</b></p><br /><p> Coloré En Bois Xylophone Instrument de Musique Jouet Infantile Bébé Jouant Frappant Piano Musical Jouet Début Jouet Éducatif </p><p> Le jouet de Xylophone semble très mélodieux quand vous le frappez </p><p> Et chaque morceau de métal frappe la voix est différente </p><p> Peut inspirer le talent des enfants pour la musique </p><p> Les couleurs vives augmentent les enfants sensibles aux couleurs </p><p> Convient pour 6 mois à 7 ans bébé / enfants </p><p> Matériel: en bois </p><p> Couleur: aléatoire <br /></p><br /><p><b>Tableau des tailles:</b></p><br /><p> Taille: Approx. 19 x 9 cm / 748 x 354 pouces <br /></p><br /><p><b>Le forfait comprend:</b></p><br /><p> 1 pièce bébé jouet xylophone </p><br />,image_1308305335_product_4151714154.jpg,1320
43731,67957,67957,Canissa L'ombre - World Of Warcraft - Sang Des Gladiateurs 121 - C,,image_850384116_product_81977043.jpg,1160
68193,64761,64761,Câble De Charge Synchronisation Usb Pour Nintendo 3ds Xl 3ds Ndsi Xl 2ds /1.5m,Connecteurs en or plaqués de haute qualité.<br>Vous permet de charger et de jouer en même temps.<br>Cordon en plastique à très grande qualité durable.<br>Longueur du cordon USB 15 m.<br>Compatible avec Nintendo 3DS XL 3DS NDSI XL 2DS 3DS XL Nouveau.<br>Livraison 15 à 20 jours.,image_1132600219_product_2229415720.jpg,50
49318,8112,8112,Panier À Suspendre Avec Crochet 60 Cm,<b><u>Aspect : </u></b><u><br />Matériau principal : Acier fibre coco <br /><b><u>Dimensions : </u></b></u><u><br />Hauteur (en cm) : 4020<br />Longueur (en cm) : 770<br />Profondeur (en cm) : 7600<br /><b><u>Autres caractéristiques : </u></b></u><u><br />Poids (en kg) : 643<br /><br /><br /> <br /><br /> Panier à suspendre avec crochet 60 cm</u>,image_1209809067_product_2087556321.jpg,2582
71345,19467,19467,Journeaux De La Mayenne -190219221935,,image_923548704_product_174105925.jpg,2403
30523,19289,19289,Voulez Vous Mourir Avec Moi ?,,image_1237400663_product_2649439259.jpg,2705
69876,24645,24645,Industry Giant 2 - Jeu En Téléchargement,<div> <p><strong>NOTE :</strong> un compte Steam et une connexion internet sont nécessaires pour activer télécharger et utiliser ce produit.</p> À propos du jeu <p>Les booms économiques les crashes des marchés boursiers et les crises pétrolières triomphent... Prenez la tête d&#39;un gigantesque empire industriel ! Commencez en 1900 avec peu d&#39;argent mais de grandes ambitions et par le biais de vos décisions construisez un gigantesque empire commercial. Prenez des décisions critiques : sélectionnez les biens que vous voulez produire obtenez les meilleures matières premières pour y parvenir définissez vos points de vente et comment transporter vos produits efficacement. </p> <p>Qu&#39;allez-vous entreprendre ? Dans Industry Giants II vous avez le choix. Démarrez votre carrière comme un petit cultivateur et partez à la retraite comme le propriétaire du plus grand empire alimentaire des environs ou atteignez les sommets en établissant un conglomérat multinational avec un vaste portefeuille de produits.</p> Caractéristiques <ul><li>Plus de 150 produits réels issus du 20ème siècle</li><li>50 véhicules différents</li><li>20 cartes sans fin</li><li>Des graphismes et des environnements détaillés</li><li>Des événements historiques tels que prohibition</li><li>Croissance intelligente de votre ville - du petit village à une ville énorme</li><li>Fonctionnalité de luxe motivante</li><li>Mode Campagne avec 20 missions pour les débutants et les experts</li><li>Pro-Mode avec toutes les dates et statistiques importantes</li><li>Résolution Full HD</li></ul> <div> Configuration requise <div> Windows - Minimale <ul><li>Système : Windows XP / Vista / 7 / 8 / 10</li><li>Processeur : Intel Pentium 4 ou équivalent</li><li>Mémoire : 1 Go</li><li>Carte graphique : 128 Mo</li><li>DirectX: Version 8.1</li><li>Disque dur : 2 Go d&#39;espace libre</li></ul> </div> </div> </div>,image_1100064741_product_1711736331.jpg,2905
1531,64933,64933,Revue Midinette 1° Semestre 1934 - 05/01 Au 29/06 (N° 373 À 398),,image_972591580_product_265916809.jpg,2403
51435,1781,1781,Fiche De Lecture La Fortune Des Rougon (Résumé Détaillé Et Analyse Littéraire De Référence),,image_1267061098_product_3594364486.jpg,2705
7453,62702,62702,Lot De 2 Livres Enfant,,image_1279438370_product_4039780988.jpg,2403
29423,51261,51261,Little Tikes Camion De Pompier Arroseur,,image_937630677_product_179626792.jpg,1302
29393,75211,75211,Coussin En Peluche Canapé Taille Coussin Throw Cover Home Decor Coussin Case Cover Kap5191,Peluche oreiller taille Sofa Throw Coussin Home Décor Housse de coussin de cas Caractéristiques: 100% tout neuf et de haute qualité Parfait pour place sur le canapé un café une bibliothèque un magasin de livres partie club. Matériel: Forme en peluche: Place Taille: 42x42cm / 16.5X16.5&#34; amovible et lavable Sil vous plaît permettre une légère déviation de la couleur et de la mesure sil vous plaît comprendre merci Contenu 1 PC! Taie doreiller (Oreiller interne ne sont pas inclus),image_1275208877_product_4003935412.jpg,1920
54712,7128,7128,Skylanders - T-Shirt Kids (11/12 Ans),,image_1241392103_product_3756523440.jpg,1140
76078,56551,56551,Teleglitch: Die More Edition - Jeu En Téléchargement,NOTE : code d&#39;activation à utiliser exclusivement sur un compte Steam valide connexion Internet requise. Jeu en anglais <br /><br /><br /> <strong>À PROPOS DU JEU</strong>  In a cold dark future dominated by mega-corporations a small lonely planet on the edge of habitable space is the site of a shadowy research facility specializing in necrotic tissue reactivation. You are a scientist who has suddenly awoken to the realization that you are the lone survivor. The rest of the facility&#39;s personnel have all been killed ? micro-chipped and reactivated as combatants by the facility&#39;s central processing AI. <br /><br /> Teleglitch: Die More Edition is a roguelike top-down shooter with retro pixel graphics. Featuring procedurally generated maps that change with each play through you will never experience the same facility twice. Clutch your gun walk down the dark corridors and enter each new room hoping those last few rounds of ammunition will be enough. Feel the anxiety the paranoia and the sheer terror of Teleglitch. <br /><br /><br /> <strong>CARACTÉRISTIQUES</strong>  <ul><li>Over 20 types of enemies to combat</li><li><br /></li><li>More than 40 types of weapons and items</li><li><br /></li><li>10 levels that radically change their structure every time you play</li><li><br /></li><li>10&#43; hours of play time (it gets harder the further you get)</li><li><br /></li><li>Detailed database with full dossiers of each monster</li><li><br /></li><li>Scavenge random equipment to craft new and deadly gear like The Can Gun (empty can &#43; nails &#43; explosives)</li><li><br /></li><li>A sinister narrative filled with greedy military corporations covert experiments</li><li><br /></li><li>The risk of permanent death creates an atmosphere of fear and dread</li></ul> <br /><br /> <strong>THE DIE MORE EDITION FEATURES</strong>  <ul><li>5 bonus levels</li><li><br /></li><li>Additional items and weapons</li><li><br /></li><li>Upgraded and more deadly enemy AI</li><li><br /></li><li>Expanded dossiers and lore content</li></ul> <br /><br /> <strong>CONFIGURATION REQUISE</strong>  <ul><li>OS: Windows XP or later/OS X Mountain Lion (version 10.8)/Ubuntu 12.04</li><li>Processor: 3000 MHz</li><li>Memory: 1024MB RAM</li><li>Hard Drive: 100MB HDD</li><li>Graphics: Geforce 6600 or equivalent (Direct3D/OpenGL compatible card with at least 256MB)</li><li>Sound: 2D sound compatible card</li><li>DirectX: DirectX 9.0c</li></ul> <br /><br />   2013 Paradox Interactive. Trademarks belong to their respective owners. All rights reserved. ,image_1100078563_product_1711735427.jpg,2905
52472,2201,2201,Carnet Écriture Enfants - Les Filles Au Chocolat Cath Cassidy,,image_1261068308_product_3896820842.jpg,2403
47162,62727,62727,Figurine Yuri!!! On Ice - Q Posket Victor Nikiforov,Figurine de Victor Nikiforov de Yuri!!! on Ice par Banpresto. Collection Q Posket Prince Dimension : 15 cm environ Matière : PVC<br />Figurine de Victor Nikiforov de Yuri!!! on Ice. Victor le coach de Yuri Katsuki et patineur artistique russe. En version Q Posket Victor est en chibi très kawaii.,image_1166798995_product_2824967922.jpg,1140
40029,30758,30758,Português (Brasil) - Persa Para Principiantes: Um Livro Em Duas Línguas,,image_1294818224_product_4124216076.jpg,10
24475,51425,51425,Jouranl L'equipe  N°17 845  Le Psg Change Tout,,image_882416298_product_127012923.jpg,2280
17121,71258,71258,Soie Artificielle Faux Fleurs Pear Blossom Bouquet De Mariage Floral Party Decor La7410,Soie artificielle Faux Fleurs Pear Blossom Floral Party bouquet de mariage Décor Description de Lifelike fleur artificielle qui est toujours aussi fraîche et avenante et belle année après année. Tige avec fil en acier  facile à plier et d&#39;ajuster au besoin. La tige peut être raccourcie au moyen de pinces coupantes. Les fleurs faciles à nettoyer. Parfait pour décorer fête de mariage décoration de votre maison et le jardin bureau café et ainsi de suite. Condition: Neuf Matériel: Soie Corolle Taille: env. 3-6cm / 118 à 236 &#39;&#39; Longueur: approx.100cm / 3937 &#39;&#39; Paquet: 1x fleur artificielle,image_1240689679_product_3748066716.jpg,2060
46743,10028,10028,Hamelin Lot De 20 Cahiers De Devoirs 17 X 22 Cm Seyes 48 Pages 90g,CONQUERANT Classique Cahier de devoirs SEYES 48 pages>couverture laqué 300 g poids: 90 gdimensions: (L)170 x (H)220 mm HAMELIN(0049 / 100102688),image_990264715_product_297150858.jpg,2522
